"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
334	+1.012969000e+00	+0.000000000e+00	+3.092708817e-02	0.669304810
335	+1.012982631e+00	+0.000000000e+00	+3.107465464e-02	0.671308417
336	+1.012996262e+00	+0.000000000e+00	+3.122222111e-02	0.673312024
337	+1.013009893e+00	+0.000000000e+00	+3.136978759e-02	0.675315631
338	+1.013023525e+00	+0.000000000e+00	+3.151735406e-02	0.677319238
339	+1.013037156e+00	+0.000000000e+00	+3.166492053e-02	0.679322846
340	+1.013050787e+00	+0.000000000e+00	+3.181248700e-02	0.681326453
341	+1.013064418e+00	+0.000000000e+00	+3.196005348e-02	0.683330060
342	+1.013078050e+00	+0.000000000e+00	+3.210761995e-02	0.685333667
343	+1.013091681e+00	+0.000000000e+00	+3.225518642e-02	0.687337275
344	+1.013105312e+00	+0.000000000e+00	+3.240275289e-02	0.689340882
345	+1.013118943e+00	+0.000000000e+00	+3.255031937e-02	0.691344489
346	+1.013132574e+00	+0.000000000e+00	+3.269788584e-02	0.693348096
347	+1.013146206e+00	+0.000000000e+00	+3.284545231e-02	0.695351703
348	+1.013159837e+00	+0.000000000e+00	+3.299301878e-02	0.697355311
349	+1.013173468e+00	+0.000000000e+00	+3.314058526e-02	0.699358918
350	+1.013187099e+00	+0.000000000e+00	+3.328815173e-02	0.701362525
351	+1.013200731e+00	+0.000000000e+00	+3.343571820e-02	0.703366132
352	+1.013214362e+00	+0.000000000e+00	+3.358328467e-02	0.705369739
353	+1.013227993e+00	+0.000000000e+00	+3.373085115e-02	0.707373347
354	+1.013241624e+00	+0.000000000e+00	+3.387841762e-02	0.709376954
355	+1.013255256e+00	+0.000000000e+00	+3.402598409e-02	0.711380561
356	+1.013268887e+00	+0.000000000e+00	+3.417355056e-02	0.713384168
357	+1.013282518e+00	+0.000000000e+00	+3.432111704e-02	0.715387776
358	+1.013296149e+00	+0.000000000e+00	+3.446868351e-02	0.717391383
359	+1.013309781e+00	+0.000000000e+00	+3.461624998e-02	0.719394990
360	+1.013323412e+00	+0.000000000e+00	+3.476381645e-02	0.721398597
361	+1.013337043e+00	+0.000000000e+00	+3.491138293e-02	0.723402204
362	+1.013350674e+00	+0.000000000e+00	+3.505894940e-02	0.725405812
